speaker,timestamp,words
Tom Wahl,1:03:12,each other and knew each other to spend time together this is absolutely right and this is the one of the reasons why also haying and harvest is remembered by most farmers as a pleasant time although it is are two of the most exhausting types of work that I have ever engaged in still this companionship of neighbor with neighbor and man with man and frequently in the case of harvest and haying strangers people that have traveled we had in those days a source of labor the migratory farm worker that was really an institution that I hate to see disappearing some of them in the harvest time were called harvest traps but they were far from the tramp this was a profession they followed they would start harvest at the earliest place they knew of say Southern California or Central California work their way up through this area maybe they might start harvests in sometime in early June in California and be up here by August or September and end up in the snow up in Canada thrashing wheat and spent having spent the whole summer these people were drawing the highest wages that farmer farm laborers get by following the harvest as long as possible hay harvest was a time that people got together this way you've got to get acquainted with now remember the help we used farmers in those days lived with you and ate with you and became a part of your family and they were your friends usually sometimes because of the number of them the fire the hired hands slept in a bunkhouse which was really a good thing because they then got to associate with one another without the supervision or interference of their employer they could discuss their grievances with one another without feeling like they were being listened in on in harvest time and in harvest hands and the hay hands slept in the barn oftentimes the father and the owner of the farm and his son would sleep in the barn this was not a hardship this was a pleasure you might sleep in nice weather right out under the skies you enjoyed this it's a new experience it's pleasant there are mosquitoes there were flies something you might forget about but all in all for these short periods of time our work was our pleasure or at least our work was related to our pleasure and this sociability that you meant was the biggest part of it I'm quite interested in the in what you remember about the harvest hands the people that well one of the things that would interest you in your in your harvest help and your hay help lots of times your harvest hand was your hay hand he came and stayed through both seasons because they overlap and these were people that have seen had seen things that you never had seen probably never would see oftentimes they were people from a foreign country one of the most or two of the most interesting harvest traps that we had that came to our place were from the Scandinavian countries one was a Norwegian and one was Swedish and there was a rivalry and a bickering between these two and they were both intelligent men I don't mean to say educated men I suppose neither one of them had had any appreciable amount of schooling and yet they had acquired a wisdom and an experience and some skills that perhaps were of more value to them then than an education is to some of our educated people now some of these people had a musical skill not a trained skill but one that they had acquired in their homes or in their old country one of the the Norwegian that I speak of his name was Edward Olsen always carried a violin with him and as music was a skill that I didn't have and very few of our family had it was a great pleasure if he was not too tired some evening if he would take his fiddle out and play us some music he also carried a flag olette and he would play it and he enjoyed this and we enjoyed it there sometimes in hay season one particular one particular event sticks in my mind because I was a quite a young impressionable boy at that time I drove the derrick team the team that pulled the cable that pulled the hay from the wagon up into the hay mow of the barn and after the evening quitting time had come when the horses were too tired to work anymore and the men had an excuse for quitting and supper while the supper bell hadn't quite rang yet one of the men got out of Martha mouth harp and sat up on a timber about 20 feet from the ground that was the bottom of the opening where the hay was carried in by the derrick he sat up in this opening 20 feet above us with his head dangling out over empty space and played his harmonica and the rest of us sat down below him resting and enjoying this and two or three of what I considered to be the mature middle-aged men that did all this hard work two or three of these 20 year old men joined in song when it happened to be a song that they knew or maybe they suggested one that they could sing this didn't happen all the time this was a highlight this happened occasionally also the the hired man the hired man is is a person excuse me I hope you delete this mumbling around from this tape before you use it I've got to go back here a little bit in addition to these migratory men which I suppose played somewhat the part of the wandering troubadour in the medieval times there were our more or less steady hired men our local people that might work for you the year around or they might work for you through the whole working season and go back to their own home for the winter or there might be some that wintered with you but this was the one you usually referred to when you said the hired man it was the man that was there most all the time there was the father and the mother and the kids and the growing boys the growing member of the family and there was the hired man or the hired man the hired man and he stayed with you all the time he became a member of your family if he stayed there through the year if he was sick you cared for him if you were sick he did what he could to care for you you were mutually supporting he true he wanted all the wages he could get and you wanted to pay him the least you could and you both understood this and but you were in effect members of the same family usually in a family the hired man did get paid little it's true but boardroom was always a part of the pay that you never even mentioned you never said I'll pay you so much in boardroom room because it was assumed that this was it if you got a dollar a day you didn't even say I got a dollar a day and board and room you got a dollar a day that meant you got it above boardroom room the hired man furnished his own clothes furnished part of your entertainment he got certain benefits and he gave certain benefits they weren't even mentioned as a part of the duties usually unless you had a lot of chores to do in the winter and we're raising a lot of stock usually that portion of the year when you were doing nothing or doing chores hired man or farmer or family nobody got paid anything you just lived in the summertime early on the hired man worked hard and usually he wasn't expected to do any chores chores except to care for the team of horses that he was working this was his responsibility he got up before breakfast and fed them and harnessed them and after breakfast he went out and fed them again and cleaned up well no I should just say fed them again in the morning in addition to harnessing and feeding he usually curried them in the evening you might clean out the barn son he put in a lot of hours you didn't have to have entertainment in the evening you're usually ready to go to bed although in the bunkhouse quite a bit of merriment could go on as after everybody was tucked in quite if there were you know if it was a busy season several men why this was part of the social life with what went on in the bunkhouse after chores
Sam Schrager,1:14:04,were done in the evening do you with a hired man work is work nearly as hard as the farmer himself
Tom Wahl,1:14:12,if he was a man you kept yes he did if he if he didn't he wasn't your hired man usually this is the way you work together I think probably you would have to say in the early phases of it that the owner and the hired man worked equally hard the owner had responsibilities and worries that the hired man couldn't have and the hired man expected to do things that the owner didn't of hired man to do that you wouldn't be willing to do yourself on our farm at least a hired man was not a flunky although of course he expected to get direction from his employer I'm picking out of course kind of the ideal sort of a situation as in all relations between people there was lots of some friction and the good hired man was a pretty tactful person and the good employer was a pretty tactful person and you can go from these ideal pairs of workers on down to the point where you more or less intimately for a long time with the differences between them that has an employer employee relation and tales there would be a time when one or the other might be pretty well fed up and there's been many many instances in fact it's almost a part of the picture when the hired man gets mad and walks off and is never going to come back again and the employer is glad he's gone and then there is frequently then the reunion when the hired man has thought it over and decided well it wasn't so bad there after all and the employer has thought it over and it's not that it wasn't so damned easy without the help of this hired man and you both forget your differences and are glad that you have made them up again I think this of course is similar to the relationship between people all over all the time although to some extent this farmer hired man relationship is a thing that is disappearing because more and more farmers are doing their own work except for the very very busy season and the reason why is obvious we don't have these long periods where you spend all day long doing what you spoke of as nothing you don't have these chores you don't stay so busy and you have a tractor that'll pull ten plows instead of a team that'll pull two
Sam Schrager,1:17:51,a hired man was he likely to be well it seems obvious to me that he would if he could probably be farming himself I mean if he if he was in a position to have a farm he would very likely prefer to be a farmer than a hired man is it is that he was in a just a pretty much doing it
Tom Wahl,1:18:14,working for someone else because of his economic need that is a pretty good appraisal of the picture at the time where my memories start and where my father's farming was drawing to an end I have heard my father speak of this that the hired man this was the way you started you started as a young man working for a neighbor usually if you were the hired man you usually were the neighbor's son or a neighbor or a local person as distinguished from the migratory help and usually this man it was his intention to get a start farming and he worked for various farmers maybe or maybe for one farmer and he gained your respect and he might farm a part of your land later branch out if he was a man you respected and or there might be a piece of ground that a farmer hadn't really thought he would plant to crop this year but he might permit the hired man to venture to plant a crop on it and on occasions the hired man might be starting to accumulate an outfit as we called it in those days he might buy a pair of harness someplace a set of harness excuse me I use their long term and eventually maybe one at a time a team of horses and he might make arrangements with the farmer that for staying there and choring around and doing nothing in the winter that he could leave his team of horses there on this farm and lots of arrangements like this might be made he might have bought this team of horses from the farmer farmers raised their own horses when they had a string of them and occasionally might be culling some or have raised more coats than they needed or some of them actually this was a part of their farming raising horses for sale as a sort of a sideline and it might be in the deal for this hired man when he bought these horses that he could leave them there until he could get a job with somebody that would hire him and his team next summer or next harvest often the thrashing crews the stationary thrashing machines that we used in those days the men that hauled the bundles to the thrashing machines to be thrashed they owned their team and their harness and their wagon they were an entrepreneur although maybe just a year or two before they had nothing but their two bare hands maybe a person had a team of horses and a bundle wagon and incidentally a bundle wagon was just an ordinary wagon with a bundle rack on it you had a grain rack that you could substitute for a bundle rack and you might take the front hounds of this wagon and use it as a cart and you might this hired man might have picked up a couple of sections of harrow and a foot burner and with that much equipment he was ready to start farming if he'd find a place to farm this of course is before my time I saw the last bit of this I saw a last little bit of this where a man could start farming on a shoestring as the term was and with a little luck if he had managed to get a piece of ground and plow it and grow a crop on it and got a good crop and the price happened to be good and his horse didn't die and he didn't get sick he might have a nest egg and maybe then the next year he would be a farmer and even though he was a farmer a lot of your help was this small farmer this neighbor that didn't have enough to keep him busy all year he would augment his income by helping someone who had more to do and oftentimes this farmer this small farmer who was getting a start would live in a house that had become the property of a farmer who had begun to expand and bought up a neighboring small farm leaving this vacant house and in those days the ability to start with nothing but your hands and end up with a considerable amount of wealth in a lifetime wealth in the form of land was within the reach of a vigorous enterprising man and it was well I should say it was within the reach of anybody who had the abilities and the desire but of course that route from bottom to top is not like it was I still think that in America we are maybe unique that there still are roots of this nature open.
Sam Schrager,1:24:17,When I think about it it seems like the way you're describing it and from what I know that there's a kind of a well if you took a higher hand as the kind of lowest rung to begin with and then if he was successful in accumulating some money moving up to renting and if he's successful with his crops moving up to
Tom Wahl,1:24:39,owning it seems it seemed like a rough road to hoe to me. It was a rough road but yet many of the older farmers that have just disappeared here made it just that way my father although his father homesteaded on a farm adjoining two hours and although all of my father's brothers and sisters homesteaded one place or another my father never did homestead land he bought every acre that he owns he did have the springboard of some of the outfit that he had helped accumulate in the farming of his father's land and I wouldn't say that he had started well I almost would have to say that he started pretty much from the bottom but in addition to this springboard he had the responsibility of his father's family because his father died when he was about 18 I guess or younger and his older brother died when he was about 21 and he had the responsibility of supporting and helping to raise this family that his father had had to leave so but he had made the he had
Sam Schrager,1:26:22,made that climb. It seems to me perhaps tell me this sounds right if if you were in a position to be helped by your father if if you could if he had enough of a farm going that that you could work for him rather than having to work out for somebody else that was probably a better position for for
Tom Wahl,1:26:44,you to be in. Yes I think it would however I'll clarify it a little bit that my father while his father was living did work for a neighbor and a thing that might rather shock you now and a thing that was really very much of a trauma to my father was that at the end of the week when his wages were due his father my father's father my grandfather came to the neighbor and collected the wages that my father had earned and used it to support the family. My father did work for neighbors as a hired man and he through his life the staunchest friends he had were among these neighbors that he had worked for and that friendship exists clear down to this day between me and the descendants of that one of those neighbors even though I haven't lived near them since we were in the fourth grade. There's a hired man neighbor type relationship. How did your did your father
Sam Schrager,1:28:03,feel that it was very unfair that his grandfather did that or did he expected his that I mean did he expected his father would would he would eventually set it right by him? How was it viewed in that?
Tom Wahl,1:28:15,He I don't exactly know how to answer your question except in this way that my father never permitted me to work for him but what he paid me wages and although he expected to work for his father for nothing he felt it was putting it on a little bit thick I think when in those few instances when he could be spared from the free labor he contributed at home long enough to work at a place where he could be paid. I think he would have willingly shared a part of this wage with his family. I think he would have probably resentfully have given it all to his father's family. I know that he would have liked to have got to hold it in his hand for a little while. Excuse me. Well I think of the you know
Sam Schrager,1:29:38,growing and growing up that there comes a point or a time where at least nowadays it's very seemed very well defined period of rebelliousness against your parents and then you you set out on your own and I have a feeling that that wasn't that wasn't done in quite the same way although I have heard of the that kind of thing happening where finally you know it's just a kind of a break for a while
Tom Wahl,1:30:14,I think that that happened all the time probably happens probably still occurs all the time I know that there was always frequently rebellion between one generation and the other I think it's probably inescapable but I think we have lost a thing that probably now explains why this rebellion is so exaggerated and in many instances so unjustified now wherein it wasn't so extreme previously and that is that in those more or less primitive days everyone could see the necessity of the things that they were expected to do maybe not at in infancy but as they developed and got older as the case that I pointed out the wood did look good to me and did feel good to me when I was toasting my shins over it that winter but the day that I was unloading it when I would rather been doing something else it didn't look quite that good now a kid that is going to school comes home to a house where his father is away working his mother is away working and there is no chores that this kid has to do there's nothing to feed there's no cow to go out and get out of the fields to bring in for milking there's maybe nothing but a cat a house cat a spoiled house cat to pet or stroke or to greet you when you come home I've heard my wife speak of a boy who described the dog as he came home coming out laughing to greet him there was something to come home to and there was something that you were going to do when you got home and I can remember when I was in grade school getting big enough so that as I walked home I would pass the field where my father was working and if I hurried after school that out maybe ran a little which I frequently did I could get to this field before my father would have disappeared from sight on the other side of the field get there in time so that I could take his team and drive it around the field until quitting time and he could go home and rest or get the cows which I was getting pretty tired of doing and I would feel pretty good about this I felt pretty big about this I felt like I was a pretty accomplished person to be trusted out there with a team of six or eight horses I at that time kind of missed the significance of the fact that I was driving a team that had just worked almost a whole day and worked really much in the mood to run away but still this was part of growing up I could see the necessity that of everything I did I was learning a skill as I grew along I never did in my life reach a point where I thought well here I am and I don't know anything to do to make a living I also was never in the point of so many of the younger people now that have been educated to a certain point and they're pretty much afraid that their time is too valuable for them to accept the wage that they can get at the job that is available to them I knew what these jobs were worth I didn't expect to get paid the same as the hired man unless I could do the same thing so hired man did one thing along this line a little incident that isn't big by itself but when I was too little to really be of much help we harvested grain by binding it into bundles by a machine called a binder the the outgrowth of Cyrus McCormick's Reaper it was a machine that cut and tied cut the grain and tied it into sheaves pretty heavy pretty big and part of the curing and ripening process of this method of harvest was that the grain could be cut green before it shattered out and then it had these sheaves had to be stood up on end in a mutually supporting wigwam shape which we called a shock we were shocking grain shocking bundles and this is pretty hard work and it required a certain amount of skill and the first time you do it they won't stand up they'll fall down and that shock isn't shocked that shock is just a pile and the rain will spoil it and you've got to do it over again and my father paid me just to get me interested a penny a shock for shocking these bundles and one of the hired men that was shocking about 15 or 20 of these shocks to my one said to me is your dad paying you for this and I said yes he is and I told him how much I got and the hired man says God I wish he'd pay me that much I'd be getting about $15 a day and you must remember that $15 a day in those days was a hell of a lot more money than anybody ever got it was just like saying I'd be a millionaire and I felt quite a bit of shame at this because I had sort of been hoping for a little word of praise from this hired man that I had pretty much admired but that was how you got into it you didn't really want to be paid for something you didn't do you wanted to be a person that earned what you got the hired men too felt this way they took a pride they wanted they wanted to have a reputation of being a good and efficient hired man and this is the thing that would get them land when they wanted to rent it they had a reputation in the neighborhood of being this kind of a man and lots of people would go a little bit out of their way to push a good deal and by that I mean a deal as being a good proposition the way of this hired man that had a good reputation there's a hired man that a neighbor of ours had right down in the Genesee area now that is in that position and I don't know if he got his start that way but I do know the son of his employer that said one one time remarked to me there never will be anybody like this hired man again and this particular hired man has prospered and is a farmer now about the
Sam Schrager,1:38:09,hired men work did most of the farms years and when you were growing up and the surrounding ones did most of them have one permanent hired man during the year how was it done or would they
Tom Wahl,1:38:25,sometimes have more than one sometimes now all of those ways all of those ways sometimes you had no hired man sometimes you had a chore boy and he might even later become your hired man a chore boy this would be a boy maybe from one of the towns or maybe one of the neighbors kids that would come to the farm and milk the cows gather the eggs split the wood and hold the garden do all the odd jobs run errands and so forth for a wage before he was old enough or big enough to be trusted with a team of horses or the more hazardous work if he took this job as a chore boy it might be in his mind it was with the hopes of becoming a hired man or if he was a boy from the neighboring town it might be for the sake of becoming a good hired man would he live at the house he would live with me I remember one time my father was in town and he happened to be in the hardware store and there was two little kids there now or what he considered little kids I think 11 and 12 something like that and they had run away from home I believe or maybe more or less left home with the permission of their parents and their names stick in my mind I never knew them by anything but their first name but the names were Oscar and Tally and the hardware man's they had run away to the West you might say I run away to the to the country to get a job seeking out to set before setting out to seek their fortune as it were an iron man sent to my dad haven't you got a lace shirt that you could use these boys and my dad rather reluctantly he was a sympathetic man and with some misgivings I should say said well I think I could use them and I brought these two boys home they were considerably and by considerably at that time I mean probably two or three or four years older than I was and so here the two kids showed up at our place to be chore boys and of course there wasn't enough supervision to keep two boys of that age busy doing chores and so my father contacted a neighbor who thought he could use one of the others and those boys stayed there quite a while I don't they never did come back to work as hired men but at least they got a taste of farm life and probably learned a lot and I imagine look back with some pleasure later on to the experiences they had had there because they were city boys and didn't know anything about the country this never happened again at our place because well I I shouldn't say this because various sons of various relatives and so forth filled this same thing occasionally friends son would come out and chores for boardroom or for a small wage in order to live on a farm chores after all you must remember was considered doing nothing and it was worth your boardroom if you did enough of it that's all the farmer got out of his chores was his board or part of his board and so why should the hired man have more he was getting his board too so so much for the chore boy they sometimes were from one source sometimes from another sometimes it was the lowest rung on the ladder toward becoming a farmer and usually as soon as a farmer's family got big enough his son was the chore boy and he didn't expect any compensation for it you know while we were talking about the
Sam Schrager,1:43:11,migrants and we got off the subject of the migrant working force and I would really like to to know a little more about about them and what you thought of them now they were I I they were different kind of people obviously than the then the guys who were hired hands and who were more
Tom Wahl,1:43:30,often local yes that was the distinction you'd have to make was that they were a different person they weren't a local person although this body of people that I like to refer to as the migrant farm worker you might have people born and raised in your community who were a part of this more or less nebulous workforce the migrant worker and he might show up at your place or a someplace harvesting he was up in Canada harvesting you heard of him his folks told you about him but by and large the men that we meet would be strangers in the first instance and then might later return year after year when the harvest season came around you would frequently have Edward Olson Edward Olson and Edward Olson the Scandinavian the Norwegian and a man named Johnson who was the Swede showed up at our place three or four different years maybe not consecutively but one time or another they had worked in this area before and had worked at a place where they had liked the the employer naturally that would be the first place that they would apply for a job if the employer they had previously worked for didn't have a job maybe he could suggest somebody that they would go to for a job there never was any here very seldom was there ever any correspondence ahead of time or even a phone call or anything they just showed up that's your gate someday or you met them in town someday and he asked you are you going to need any help this paying or this harvest why that was how those arrangements were made oftentimes or maybe I shouldn't say oftentimes but it was not unexpected if a man who had worked for you one time came to your house looking for employment or to visit you as a friend and stay overnight and talk about working and whether he was going to work and these were acquaintances they were friends you there was I would I would like to say there was no social differences between you but I can't say that there was a feeling of some aloofness between you and this migrant farm worker true he ate at your table he slept in your house or in your bunkhouse or in your barn he became well acquainted with the family but if he was a man that went to town on Saturday night and got drunk this was none of your business as long as he did his work it was none of your business if the farmer was in the living room discussing things with his family the hired man somewhat thoughtfully or the the hired man was sensitive enough that he didn't barge into this family room without an invitation or without a reason or without an invitation usually he was invited to come in and play cards or whatever you were doing or discuss this would be true equally of hired men and migrant workers are more so of migrant workers more so of migrant worker than the hired than the man that you called your hired men oftentimes a hired man the one that I like to think of as the hired man oftentimes he was he was just like a member of your family he was probably closer to you than many of your relatives and he knew your problems and you knew his and you sympathized with each other this was your local the hired man so perhaps the farmer would feel free to give him
Sam Schrager,1:48:02,advice or tell him or be concerned about his welfare if he was going into town and maybe didn't
Tom Wahl,1:48:10,unless the farmer was pretty much one to hit the cups himself he wouldn't have ever become the hired man if he did this that was the there was a distinction between the hired man and the migrant worker they sometimes came as a pair of relatives to of each other not you but of each other they travel in groups they sometimes did one time we had a pair of men come a man and his son-in-law and they made they they made a point of working at the same place together and the son-in-law was a splendid worker and my father would have been glad to have kept him and the father-in-law was probably a burden to this son-in-law and really didn't hold up his end at all in my father's estimation and my father decided not to keep the father-in-law and the son-in-law very politely and calmly with no rancor said well I'd like to stay but I can't I'll have to quit too and so they did and in my estimation probably this son-in-law was by this method by doing the most work that he could do was able frequently to maintain his father-in-law in a job where he would be tolerated because of the virtues of the son-in-law I think my father appreciated this but didn't feel that he was in a position to subsidize he had his own he had his own people that he was responsible to
Sam Schrager,1:50:14,well these men made top wages when they were because they fall in the harvest yeah the harvest
Tom Wahl,1:50:19,season was a high praying season and the hard work it was worth every bit they got but they
Sam Schrager,1:50:25,worked long hours and still somehow I have the maybe it was a little different then but my idea of the migrant the farm labor force now is that is that they are just really at the bottom as far
Tom Wahl,1:50:40,as their their their own social condition this has been this viewpoint has been brought about by several things in my opinion one of course is the Chavez effort to organize farm labor and of course Chavez is talking about the orchard labor and yes Mexican laborer and I don't know anything about it and can't touch on it because I only know I'm not thinking about now really I'm asking
Sam Schrager,1:51:12,you whether really whether whether back then these men were economically I think it's a different
Tom Wahl,1:51:19,thing I think it's a different thing then one of this most of these farm laborers or many of them had a hope of accumulating some money usually they didn't they ended the thing that destroyed the farm labor in addition to the changing conditions was the attitude of the draft during World War II toward the person that didn't have a steady job somehow in the type of bureaucratic stupidity that we're faced with so frequently they never did recognize the migrant farm labor as being labor as being an essential steady hard-working man which he was to get any kind of a draft deferment you have to have first of all a steady job and that right there destroyed or probably hastened the destruction or the end of the migrant farm labor force although the change in the machinery type of machinery has done just as much or more to it well I would certainly think
Sam Schrager,1:52:30,that that I mean if you were to choose that being a higher hand would be preferable to being migrant although you might get more money as a migrant place to place the changing all the time and the additional problems and all I'm going with that would be pretty and pretty difficult though I do understand that that for example I've heard about plenty of tramp lumberjacks too yeah yeah this is a problem construction and I suppose these folks were kind of kin in a way because it's a related
Tom Wahl,1:53:03,kind of I think so I think though that I made a mistake by calling our laborers migrant farm laborers because although this does describe them it was better to use a separate term and call them the harvest tramp because harvest was what they followed harvest was what they did they might work at other jobs when there was no harvest to do I don't know what they're somehow there was they might have been doing anything one man that worked at our place had his other field was cutting cloth for clothes somewhere this was his background others might on occasion have started as seafaring men part of the time or might this was what made them interesting they might have originated in anything or they might have other skills that you wouldn't expect but the the harvest tramp he harvested and might do most anything else the rest of the year but he made this harvest season stretch out for a long time by moving right that's there's a distinction between the harvest man and the lumberjack although oftentimes it was one in the same man he might have done one for a while he might have done the other for a while I've some of them mind I've on our place we've had miners that had quit mining and taken up this other life outside of the earth rather than underneath they might have quit mining for reasonable for this very reason that they've got tired of it there was one man that worked for us one of the last migrant type workers that worked for us his name was Buck Lewis Red Lewis had a very good sense of humor and he was describing some of the work that he had done other than farming and he described some mining that he had done down in southern or yes southern California I believe was in earth that was not like rock you board holes in it with an auger and I having seen Calico in southern California I presume it was in a area like this a kind of an earthy rock or soil and told me of how much he made there which was about three times what he was getting at our place and it would be like now a man that here might be working for three dollars of an hour putting it in the modern time and wage scale I would say suppose he were working at our place at three dollars an hour right now and he would in conversation have said to me well I was making I was making $15 an hour or I was making $10 an hour and I couldn't afford to fritter away my time like that so I quit now that is the only explanation he ever gave to me as to why he had quit mining and started moving from farm to farm incidentally this man had worked at our place two different times and one time this was during the depth of the depression I offered him my father was dead at this time offered him a chance to stay there all winter if he wanted to help me chore around doing nothing again and we spent an enjoyable winter together with him in our family and he here's an instance of a farm laborer that just fit right in just like the hired man would have he was the hired man there when he was at our place and I think perhaps the thing that endeared him to us was his sense of humor which my family shared with anyone who exposed it I'll give you just a few little incidents although this is far from being history it did happen back in the depression days so that's quite a little while ago the thirties and along with this choring around and doing nothing that we did there for quite a long period of time every day when the weather would permit we would drive to town with a team of horses two teams of horses and two sleds and get a load of feed for all these animals and haul it out to feed the feet to fill the feed bin so that we would have it there when work started in the spring and we had to use these horses in the field you don't feed horses grain unless you're working them and this was in preparation to getting ready to work the horses although these that were doing the hauling they got grain but their fellow horses that were going to eat it in the summer didn't get to eat it in the winter and this was in real cold weather when the sledding was good and it was darn cold and we were going to or from town I got off and walked as far as you frequently do when you're driving horses and are cold while you walk so keep warm and Buck said to me as I was doing this he says well I'll sit here and freeze like a man before I'll get off and walk like a dog another thing that might be a little side light on some of the lighter moments he had one bad habit he chewed Copenhagen this was almost a common habit to most farm workers harvest tramps smoking would be almost forbidden they most all of them chewed tobacco or chewed Copenhagen for a vice and this man was helping me build a machine shed that winter and so he was up on a ladder and with nailing some boards on and with his mouth full of nails and I heard him mumbling through these nails now god damn you you would want to chew a snus I can't remember too many these little this is just typical of a relation that more often than not I should say every time it was possible occurred between the farmer and his employee where you could enlighten the day it made it easier it made it a pleasure I think this is probably typical of what happened in many farm families although as a farmer's son I never worked but very little as a hired man and so I can only speak firsthand of my own farm my father's farm and maybe of some of the close neighbors but it would be typical of those of which I had experience with it sounds
Sam Schrager,2:00:33,like when things were maybe ideal as you say but the better the better relationships you put all the differences aside and it was just a camaraderie between people to get work done it's as I have
Tom Wahl,2:00:48,tried to point out to a man that doesn't want to work for somebody else he results working for somebody else I told him look at it this way you're fighting a common enemy your allies a thing that I have felt and I think that these hired men felt was the hired man performs a service for his employer and the employer performs a service for his hired man he you providing the tools of production and he provides you the man to run them you guarantee him an income and he helps you try to win one at a more chancy game I wish that there were better relations all through labor and relations that parallel this because this is a situation that does exist and it is one that it is not to the interest of the managements of labor unions to foster I have seen an instance or two where I think the answer to it would be cooperative enterprises where the labor force are the stockholders and the some of the stockholders are the management where it is mutually shared
Sam Schrager,2:02:25,but you don't want philosophy you want history I think I think I ought to get
