speaker,timestamp,words
Lola Gamble Clyde,0:47:54,"Well, yes, I remember there was a smallpox scare at one time and my father put some carbolyc acid in a pan of water. And he got a little whisk broom and he went around sprinkling everybody in all the house with that carbolyc acid water. I wonder if he didn't burn some of our skin with the darn stuff. But he thought that that carbolyc acid in that water, that sure helped. That would disinfect the air and disinfect us kids. And then he wouldn't get this smallpox that was going around. And there was fear, all right. And it would be everybody stay home now. And we never went very many places anyway. Now stay home because there's a big epidemic of this disease and you stay right here and don't you dare leave the ranch. Don't you dare go anyplace. Stay right here or you'll catch it."
Sam Schrager,0:48:45,"Were those epidemics like that or was it a real epidemic? Would a lot of, you know, have the families come down with it?"
Lola Gamble Clyde,0:48:52,"Oh, I don't know that it was that bad. I really don't know. But it was a good way to keep the kids at home anyway. Keeping home by scaring them if they went to town or if they went anyplace, they'd come down with these terrible diseases that were going around."
Sam Schrager,0:49:11,Do you think the parents wanted to keep the kids at home in those days?
Lola Gamble Clyde,0:49:15,"Yes, I think so. I know my parents did. They thought all the evil bad things in the world went on up and down. And to keep your kids away from it was the thing to do. Keep them away from the evil and the drinking and the carousing and the immorality of the big city of 3 ,000 people that Moscow was at that time."
Sam Schrager,0:49:39,Would they mind if you went to another farm? Would that be okay?
Lola Gamble Clyde,0:49:43,"Well, I didn't do much going, I can tell you. We had some neighbors lived in the house just above us. We went there once in a while, but not very often. We stayed right at home. And I think that was the way most of the farms, the kids stayed right at home and there was lots of work for them. I never had to milk cows, but most of the kids had so many cows to milk and so many pigs and chickens to feed and all kinds of chores. They'd have to hurry home from school and try to get the chores done by supper time. And that would be from 4 to 6, so they got home by half past 4. Then they had to work like the big ones to get the chores done by time to eat supper."
Sam Schrager,0:50:25,"Besides milking, what did they have to do?"
Lola Gamble Clyde,0:50:27,"Some of them had separators later on when I was growing up. Lots of them had cream separators and they separated the cream from the milk. Then they'd feed the skim milk to the calves and the pigs and things. But all of them had chickens and livestock of all kinds that had to be cared for. And that was the job of the children. And in those days they didn't have any oil burning things. It was bringing enough wood to run the fires all night and get the fires going in the morning again. That was generally the job of the boys, was to keep the wood box clear full of wood. And that was quite a challenge."
Sam Schrager,0:51:05,Would the girls do this milking too?
Lola Gamble Clyde,0:51:06,"Yes, often."
Sam Schrager,0:51:07,How did you get away with not having every dad?
Lola Gamble Clyde,0:51:10,"Well, I had four brothers. I had four brothers much older than I was. And that was their job was to go milk the cows. So I didn't have to do that. I helped Mama set the tables and do the dishes after supper. And that was about my limit."
Sam Schrager,0:51:28,Did the girls learn to cook quickly?
Lola Gamble Clyde,0:51:31,"Oh yes, yes. Yes, lots of the little girls could make bread and they had to, you know. And then they learned to sew. And it was great teaching them fancy stitches, you know, how to embroider and how to knit and how to crochet and how to tat. All those things were the womanly accomplishments."
Sam Schrager,0:51:53,How young would girls do this work?
Lola Gamble Clyde,0:51:55,"Oh, start real early. The three and four year old might have little, be sewing for dolls, you know, and making things for their dolls. And then they progressed. I was a reader. I had I played with dolls too. Maybe I was 10 or so. Maybe you'd be much older, but I love to read. And the minute I started in so I could read for myself, it was like a new world had opened up to me. I just read everything, read everything I get my hands on. And I'd even if I had to go iron clothes, I'd prop up the book and iron a few strokes and read at the same time, you know. And I just loved to read. And that was what was. And I guess that's why I escaped lots of housework. It was easier just to go. My mom would just go do it herself than was to pry me loose from the books."
Sam Schrager,0:52:53,What kind of attitude do you think the parents had towards their kids in those days?
Lola Gamble Clyde,0:52:59,It sounds as though not only did they pamper to kids at all. It sounds like almost as if they couldn't value them as much as they do nowadays.
Lola Gamble Clyde,0:53:11,"Well, I think, of course, my father had been brought up in the old country in strict accordance with the old biblical instruction of spare. The rod didn't spoil the child. And you were not to pamper them in any way in that there was lots of evil spirits inside of them. And the thing was to train these children in the way they should go in their youth and then in their maturity, they would not depart from this way that they should go. And I think there was that feeling all right. So I think that there was much of that. They wanted to do their duty as they saw it. And they thought children weren't old enough or competent to choose which was the right path. And the parents had to guide them and show them and teach them and you know, that sort of thing. That seems very different from the way they believe about kids now. Certainly, I think that kids with bubbles of sin is not, I don't think, is the way they believe. No, no, no, no. Nowadays, we are so permissive. Maybe we've gone the other way. We're so permissive that we let them tell us what to do."
Sam Schrager,0:54:34,"Well, did that include beating the kids or hitting them, punishing them?"
Lola Gamble Clyde,0:54:39,"Oh, yes, I think so. And that was the duty of the father was to see that they were brought up in in righteousness and fear of the Lord and respect for their parents. And it even went as far as if my father had to go cut a switch, he would cut a switch and use it on the kids. And that was just for their own salvation and for their own good, you know. What would be the sort of a thing that the sort of act that a kid would do that would, you know, a kind of a well in our family, it was generally the boy is fighting with each other. They'd be fighting over this and that and really fighting, you know, giving each other bloody noses and so on. And then my father would have to step in this settle the dispute and he'd get a switch and lay on, you know."
Sam Schrager,0:55:37,Would they be fighting over the what things that they had or?
Lola Gamble Clyde,0:55:40,"Well, what they had to do to they'd go after the cows and get into a big argument, bringing the cows home and blame each other for what went wrong. And then you did and you didn't. And yes, you did. No, you didn't. And pretty soon be blows. Then pretty soon, all of them coming home crying and my dad cutting a switch and straightening the boys out, telling them that this is the way. Gotta stop this fighting."
Sam Schrager,0:56:12,Was he easier on girls?
Lola Gamble Clyde,0:56:13,"Yes, I really was. I can't really remember him ever switching us. But he was always threatening that he was going to. When I remember him, him getting the switches to switch the boys with."
Sam Schrager,0:56:32,"What about the mother's attitude towards the kids? Do you think that in those days the mother was far, far more closer to the kids?"
Lola Gamble Clyde,0:56:43,"Yes, I do. Yes, I think so. I'm sure that my mother never corrected us except in the most gentle way, you know, when she would like us to do this and that. She was a very gentle woman and an educated woman herself. And she wanted good things for the children. You know, she wanted to get good educations. And she would like to have been able to have done more for us. But my father had very ill health and wasn't able. He knew nothing about farming. And he just didn't have the money to do with. So that's bad, too, you know."
Sam Schrager,0:57:40,Would the kids feel very free to come to the mother?
Lola Gamble Clyde,0:57:48,"Yeah, I think we did. We all talked to mama. Yes, we wanted this. We needed that. I wish we could have that. But we were realistic kids, too. We knew that she didn't have it and that Papa didn't have it. And that there was just nothing to do but to try and get out and get jobs ourselves. That's why I was determined to become a teacher, because that to me that opened up a way of getting money. You know, I would be independent then. I could do things for mama. And I was driven by a great desire to be able to help her a little bit. So she could have some new shoes and some dresses and things. And when I graduated from high school, I wanted to start in and teach just as fast as I could. And I knew that by going to normal school for one year, I could get a teacher certificate. And that's just what I did. And almost the first thing I did, I bought my mother a new coat, a new winter coat. And that gave me great pleasure. And I had a way back in my mind at one time thought I'd like to be a lawyer. But I never was able to save enough money to do that."
Lola Gamble Clyde,0:59:07,"I wonder whether many of the pioneer kids had really difficult childhoods, or childhoods that had so much adversity and problems with the families getting by and getting established. I think so."
Lola Gamble Clyde,0:59:28,"I think many, many of them did. I can look back at old school pictures, you know, of all the kids we went to school with. And there were so few of them ever got to go on to college. Of course, a lot of them didn't have the ability, but they didn't get the encouragement at home either."
Sam Schrager,0:59:48,"It was, how fast can you get out and help us in the fields, you know?"
Lola Gamble Clyde,0:59:53,"And in those days when you drove teams and the farms were small, the income was very meager. And there were very few the kids I went to the country school with, very few of them went on to college and were educated or got to go out into the more productive fields of life."
Lola Gamble Clyde,1:00:23,"Well, I think maybe some people would feel that kids aren't so aware of what's going on, but I personally think that they are. Oh, I do too."
Lola Gamble Clyde,1:00:38,"We knew everything that was going on. We knew how hard it was for Papa to pay the taxes. And I was just as worried about it when I was eight, nine years old as I was when I got to be 19 and 20 years old. And I was just as worried about where the money was coming from."
Sam Schrager,1:00:56,"And I think children do realize and they share in the parents' worries, you know?"
Lola Gamble Clyde,1:01:11,"And that's why I think even yet that parents don't realize the worries that kids do have and how the worries of the old folks are reflected in their lives. And it's a lot more tragic for them because they can do nothing about it. And the parents should be very careful not to let the kids know how worried they are about a mortgage coming due or about how can we pay the taxes and how are we going to pay the grocery bill. I don't think they should really worry the kids too much about that, trying to make it as little because nowadays everybody should have all they want to eat with the setups that we have. But they don't know how very real those worries are to the children when you think that they don't know what's going on when you'd be surprised how well they know what's going on. You betcha."
Lola Gamble Clyde,1:02:07,I think so too. Probably in the early days kids showed the signs of what they thought of it and what they were concerned about and worried about.
Lola Gamble Clyde,1:02:18,"Yes, I'm sure that. I'm sure that."
Sam Schrager,1:02:22,"And I think some of the delinquent acts of the kids are a result of the frustrations and the worries that they experience, you know?"
Lola Gamble Clyde,1:02:30,I really think so.
Sam Schrager,1:02:33,"When you were teaching just as a young woman and having the kids and having to deal with them day after day with the kids, did you see a lot of that?"
Lola Gamble Clyde,1:02:45,"Oh yes, I had a little first grade boy that came to me one morning and he said, you know, men's is awful mean to women's."
Sam Schrager,1:02:53,So what makes you think that?
Lola Gamble Clyde,1:02:54,"He said, my dad makes my mother cry every morning and he was real concerned about his mother crying every morning. And I said, oh, well, often a man and his wife quarrel over things and she might cry and yet they have an understanding between them, you know. And you mustn't worry about that. Oh, yes, he was. Oh, he was about crying himself and his mother was being treated so badly."
Sam Schrager,1:03:22,What happened? Did he just go on like that?
Lola Gamble Clyde,1:03:26,"Well, I really don't think he was that serious. I think the woman kind of was using tears as a weapon, you know, to get her own way. But the little boy was real worried about, real concerned. Another little boy came and told me that his father and mother were going to separate and he didn't know what had become of him then, you know. And another little boy came to tell me that his uncle was in jail. And I tried to laugh that one off because I knew the uncle was kind of fond of drinking, you know, and I said, oh, I won't be long. He'll be out. No, he says, I don't want him out. I want him to stay right there in jail till he learns better. So that was he knew better than I did. And the children's worries are very real to them, much more than when we are adults, because when we're adults, we just, you know, we just can take it more in our stride. We think the Lord's in his heaven holds right with the world. But when we're little, we really have lots of things to worry about. Every age has its own worries. I'm like Fanny Hurst. I'm glad I don't have to be 16. I'd rather be 60 than 16 because then nobody can ever hurt me like the boys used to hurt me when I was 16 when I didn't get a dance. And that's what the way I feel about it. I don't ever want to be hurt again like I was when I was little. Nobody can ever hurt me again that way."
Sam Schrager,1:05:07,"The kids in their work, do you feel that in their studies in school and the work that they did, do you think they showed that their problems came out in that too?"
Lola Gamble Clyde,1:05:21,"Yes, I think so."
Lola Gamble Clyde,1:05:22,"Yes, I think that they did. I often had kids that had to wrestle, and they didn't want to have to stay after school. And it wasn't because of the shame of it. It wasn't the retribution. It was, by golly, my mother and my dad would be mad at me that I didn't get home in time to get help with the chores. See, they were worse scared of that. It wasn't that they were worried about me as a teacher. They were worried about getting home and what would go on at home when they got there because they were late to help with the work. The work was of the greater importance than the discipline or the training of the child. Just get him right home there and get him out there taking care of those cows."
Lola Gamble Clyde,1:06:11,You know.
Lola Gamble Clyde,1:06:13,"Yes, we've come a long way, I think. I think we've come a long way in both women's liberation and the liberation of the children and the liberation of the homes. I think we've come a long way."
Sam Schrager,1:06:27,Were there many opportunities for the kids when you were teaching for the show?
Lola Gamble Clyde,1:06:34,"I was thinking of, in their work, their own spirit and their hopes and their dreams about the future."
Lola Gamble Clyde,1:06:43,"Well, I suppose there was because we often talked about what they liked to do when they grew up. That sort of thing. We didn't have the counseling that we have now. We didn't have time. But, you know, it was all we could do to get those three hours taught. And their noses wiped and their hands cleaned and their overshoes off and on, especially in the rural schools. But I know in the rural schools where I taught, many of my big girls went on to become teachers themselves. And the reason they gave for that was that I always told them what fun it was to teach. That this was our immortality. That we dipped our fingers in immortality and it went on and on out into the lives of people we could influence people. And many, many of my big girls, I'd say, now you take the first grade and you take them out in the hall while I do something else. You go and hear this class spell while I do this. Because when you had 38, 40 kids in all eight grades, you just had to. And many, many of those older girls in the schools, in those rural schools that I taught, went on to become teachers and good teachers. And one of those girls came back after retiring from the schools of Sacramento. And she said the funny thing was, the things I learned at normal school and later at the university weren't the things I put in practice. They were the things I saw you do back as a first and second grade teacher. I remember you doing what you called corn racking. You'd take and write a new word on the top of the desk with a piece of chalk. You'd get them a little matchbox full of corn, little grains of corn. And they were to cover the new word with corn. And you called it corn racking. And she said, I didn't know at the time that that was the kinetic sense that you were developing in them, that they got the form of the word by covering over that word with corn. She said, it looked like there's something getting busy and getting out of your hair. But she said that we learned since that was good. That was good psychology. They got the feel of the formation of the word in their muscles. And it helped impress it on their minds that that was the word. And she told many other things that I had taught them because it was a handy way. The kids liked to do it. And that was a good way because they enjoyed it. It made fun of it. I had a problem out of it. I had little bits of pieces of steel that I clipped into the mouths of a whole bunch of fish, maybe a hundred fish. And on the fish I'd write the new words that they'd learned, so many new fish today. And then they took a little bit of a magnet and they'd catch those fish. And every time they caught one, they named what the word was. Well, it was just really busy work to keep them out of your hair for a few minutes while you taught somebody else. But it worked because they loved it. They would sit there and then they'd say the word when they caught it."
Sam Schrager,1:09:53,What would they use to catch it?
Lola Gamble Clyde,1:09:55,"A magnet, a little tiny magnet. And that would pick up the steel, see, in the mouth of the fish. And then in order to keep the fish, they had to be able to name it. If they didn't know it, it had to be thrown back. But if they knew what that word said, then that was their fish. And then they soon learned because they wanted to keep everyone, every fish they caught, they wanted to keep it. And those were just little gimmicks. But it seemed to work. And it's better than them sitting there doing nothing or getting into devilment. Let's put it that way. And some of it must have stuck. Because these young girls who went on to become teachers said, Mercy, they used the little things I had taught them. That was used over and over and over again."
Lola Gamble Clyde,1:10:39,That's very interesting.
Sam Schrager,1:10:47,"Did you feel that your kids, when you were teaching them, did you feel that they were smart?"
Lola Gamble Clyde,1:10:54,They had a lot of basic intelligence.
Lola Gamble Clyde,1:10:56,"Oh, yes. Yes, I had great respect for all my children. They were good children. And I was like a mother to them. I knew there were some children had black eyes and some had blue. And some were a little quicker in the reading than others. But I always knew that they were all going to go out and make a big contribution in the world. And I see them now all over when I go and meet them. And the things they remember best are always what good times they had. And now I took their hand and went out and played black man with them and would take them and run through so they wouldn't get caught. And the little kids remember that so well. And it's always the fun and the nice things that they remember. They were my fault."
Lola Gamble Clyde,1:11:45,Yes.
Lola Gamble Clyde,1:11:47,"And it was good because they absorbed what you had taught them. They went back and expressed it themselves in their own way. And that impressed them on their own little minds, you know. Yes, I think that's a good way. And often the new words. We'd put the new words on the board, you know, and they'd say the words over. And any word among it that could be illustrated, we'd send them back to the seat. Now, draw a picture of those words that you can tell what it means. You can draw a house, a girl, a dog, a cat, various things, you know. And there were such words as up and down. And that sort of thing. They could draw pictures to illustrate what up meant and what down meant. There's some words that's pretty hard to draw or anything to show what it means, but they could skip those. But do the ones that they, the new words that meant something, draw a picture that would show us what that word was talking about."
Lola Gamble Clyde,1:12:54,"And you say you had to do the hands of the stories, too."
Sam Schrager,1:12:59,How do you think it would end up now? What do you think?
Lola Gamble Clyde,1:13:03,"You know, and that made it interesting for them and involved them in the planning. It was one way of holding attention."
Sam Schrager,1:13:12,Did they have crowns?
Lola Gamble Clyde,1:13:14,"Oh, yes. I can't remember. Even back in the early 1900s, when I was a little girl in school, even then, we had what we called coloring pencils. And they were like the, they weren't crayons. They had the wooden foundation. What inside was the colored pencil. And that's what we used more than we used Crayolas. And then Crayolas about, well, 1910, 12, they came in. But at first, when I first started school, we had what they called the coloring pencils."
Lola Gamble Clyde,1:13:50,"Well, you were saying that a little while ago that when you were, you wouldn't want to have to suffer what you did when you were 16 and didn't get asked to dance. And I was wondering about that."
Lola Gamble Clyde,1:14:02,"What it was like for the teenage girls, girls that were growing up. The high school days, those days were just very, very difficult, very difficult days. I grew up in the war years. I entered Moscow High School with a class of 110. I graduated with a class of 40. All the rest had gone to war. And out of that class, there were only about 12 boys. All the rest were girls. Everybody else had gone away to the First World War."
Sam Schrager,1:14:35,"Well, when you say difficult, what do you mean?"
Lola Gamble Clyde,1:14:37,"Well, I mean difficult all the way around. There wasn't the same opportunity for girls to do things that are today. There was some, well, they could sing. They could do that. But there was no girls athletics, as I remember it. Nowadays, the girls go out and play baseball. They play basketball. They have running and jumping. All kinds of athletic things they can do. In those days, it was only the boys. They were allowed to have a girls glee club. And they could have a girls debate team, but the girls couldn't be on the boys debate team. No. And I'm saying, only kind of, they weren't allowed to dance in the high school. And there were no dances allowed. And that meant that the girls then and the boys were going out to Joel, to all the kind of trashy public dances where they'd be drinking and that sort of thing. Instead of having nice little high school dances with teachers there chaperoning and keeping things going."
Lola Gamble Clyde,1:15:52,"And there wasn't the individual help and counseling that they had now. Of course, teachers were just, even as today, the teachers were all underpaid and overworked. And the main thing was, watch that clock and get out of here and beat the kids out the door if you can. And in the meantime, the smart ones would learn in spite of them and the dumb ones wouldn't learn anyway. And what the heck. And that was just about the way it went. And it was tough. It was really a tough go round. But in the Moscow High School, I had one most outstanding teacher. And that was an old gentleman named Reverend Morse. Highly trained. He was educated in the East. He was a graduate of Dartmouth, mind you. And he was a Reverend on top of that. A fine history teacher. He taught you one day, the next day you reviewed it, and the third day he had what he called the re -review. You wrote what you remembered from the day before yesterday. And you came in and carried that notebook with you. Then he went through today's lesson had been assigned and he said, Now we will review what we had yesterday. And he picked out the highlights of yesterday's lesson. Now get out your books and we'll read your re -review. Mr. Sohlinson, he called all the boys Mr. and the girls Miss. And I felt grown up."
Sam Schrager,1:17:22,"Now Miss, will you read your re -review?"
Lola Gamble Clyde,1:17:25,"And I can remember just like yesterday, the sixth of April. I was a sophomore and went into old Reverend Morse's history class. And he knew that all the history wasn't inside that little history book, he said. And old Reverend Morse handed me the morning spokesman review."
Sam Schrager,1:17:42,"And he said, because I was a good reader, he said, Lola, will you read President Wilson's message to Congress?"
Lola Gamble Clyde,1:17:50,"And I read, and after all these years, I remember just like yesterday, the closing words were, And the time has come when America is privileged to spend her blood for those principles which gave her birth. God helping her, she can do no other. And after all those years, I still, and that's 60 years ago, I can still remember that."
Sam Schrager,1:18:19,"He passed me the morning spokesman said, will you read President Wilson's message to Congress?"
Lola Gamble Clyde,1:18:25,"And the boys who listened there that morning, two of them were to die in the First World War, Hold Cushing on the Italian front, and Jewett Barnes in the Argonne Forest. And they sat there and listened that morning as I read President Wilson's Declaration of War."
Sam Schrager,1:18:41,And that's something?
Lola Gamble Clyde,1:18:42,"Yes, I remember reading that. Over those years. But he knew that it was more important to bring up that day's lesson than it was to get out the book and read about the Revolutionary War."
Lola Gamble Clyde,1:18:55,That's all.
Sam Schrager,1:18:57,What about socially?
Lola Gamble Clyde,1:18:59,"Well, as far as the teenage girls and getting to know the boys and dating and all that, You say that there weren't dances, there wasn't too much of an opportunity. Oh, no, there was no nice opportunities. There were still boys following girls down the streets into some dark alley. And the cars were just beginning. People were just beginning to get cars when I was there. And any boy with a car that stopped asking a girl to go for a ride, he just had one thought in mind. And in those days, these things weren't so free and open. It was such an ungodly sin. And you were all warned by your parents and by the teachers. And, ye gods, don't you look at a boy. Don't you. Don't you get in a car with a boy. You'll be raped immediately."
Sam Schrager,1:19:56,It was almost that blood?
Lola Gamble Clyde,1:19:58,"Oh, yes. It was that. That was the way, you know. And then there were only two kinds of girls, the good girls and the bad girls. And the good girls just minded what their mothers said. And the only place they ever saw a boy was up at Sunday school. And at the Sunday school party on Saturday night, maybe. And once a month, maybe. And they just went to such extremes, you know."
Sam Schrager,1:20:25,What did they think? Did the girls know the facts of life?
Lola Gamble Clyde,1:20:29,"Oh, no, no. Some of them thought the baby still came from heaven, you know. And they were very immature. And they were just fallen girls and good girls. But somehow, even back in those days, there were quite a few little girls dropped out of school and had a surprise baby. And there were quite a few little shotgun weddings, as I remember it. So when they started telling me about all this lying around in the bushes and this dope, I could just laugh at most of them and say, well, now, honey, I kind of remember when you had a shotgun wedding yourself. Because I remember when, you know. So I'm not so uptight about it. I went on to become, oh, a club mother for future homemakers and so on. Here, all about in the 1950s, when my little girls were in college and in high school. And my little girls were popular. They had no need to lie in the bushes with anybody. They were popular without it. But I remember bringing in that little OAC film about of human growth. And it was a little story that you should probably start back in the sixth grade, telling about human reproduction and how a baby grew, you know. And I showed it to these little future homemakers who were high school girls."
Lola Gamble Clyde,1:21:53,"And you guys, you should have heard the town almost go up in smoke that, what was I doing?"
Lola Gamble Clyde,1:22:00,I was just putting sex right in the school.
Lola Gamble Clyde,1:22:04,Why is it my God?
Lola Gamble Clyde,1:22:05,"This sex has been going on a good many years. You know, we don't have any monopoly on it. Since the days of Adam and Eve, we've been having sex."
Lola Gamble Clyde,1:22:15,"So why not tell these kids the facts, see?"
Lola Gamble Clyde,1:22:18,"Tell them the truth. And this club mother, one little girl from one of the nice families, they call themselves nice families, told me, the home economics teacher discovered that she was pregnant, fitting a dress on her. So she wanted me to go and talk to the little girl, because why she might lose her job if she mentions such a thing to one of the girls. So I talked to her, and the little girl cried, and yes. Well, I said, now honey, you're going to have to have a little help. Oh, no, she was just going to kill herself and be done with it."
Lola Gamble Clyde,1:22:51,"Oh, isn't that terrible? Wouldn't we have been a bunch of old stick -in -the -muds that we just sat there?"
Lola Gamble Clyde,1:22:57,"Well, I said, that's no answer. We're not going to go killing ourselves. That's too fatal. That's too end. We'll work out things, and we did. And I remember my little girls, who were pretty unpopular, had just lots of things. We planned a little shower for this pregnant girl, and we didn't dare have it at school, so we just had it out of our house. And all the little girls came out and made things, and we thought up names for the new baby, and we just had a fine time. And everything went off just fine. The little girl didn't have to kill herself, and she sent the baby to one of the homes for a while, and after she got grown and got a job, she went back and got the baby, and it's a fine, respectable little man nowadays. So we've come a long way. Nowadays, the girls are smart enough to say, why, they did it on purpose. And I like that. I don't like this. I'm going to throw myself under the next train. I'm pregnant, and Mama's going to just have 45ths."
Lola Gamble Clyde,1:24:01,"Well, did this make, if the girls in high school and when you were young, who really didn't know the facts of why a girl, did this make things a lot more difficult for them as far as a..."
Lola Gamble Clyde,1:24:12,"Oh, yes. It was just pathetic. It was just pathetic, because any girl that had a lot of boyfriends hanging around, even if they were just laughing and joking and having fun, oh, she must be a fallen woman. Just look at that girl. There's three boys talking to her."
Lola Gamble Clyde,1:24:30,What have they? What do they have in mind?
Lola Gamble Clyde,1:24:34,"And I don't know. It seems to me that all these old gossips want to relive their own youth in the lives of the other youth that they see, you see. And as I told, after I got out to be teaching, and witches would come complaining to me, you know, about it, I said to one mother, this is after I was counselor to these girls in the high school, I said, well, you know, there's just this about it. We may get too old to do these things ourselves, but we're never too old to talk about it, you know. And it's sometimes a secondhand thrill. They're so interested."
Lola Gamble Clyde,1:25:13,"I have to ask you, did you see my letter to the forum the other day?"
Lola Gamble Clyde,1:25:18,"No, no. Well, you shouldn't have read it to me something. Well, I don't read the Iodocian. I just read the Trevino. This was in the Iodohonian. Ted called me and asked me if I would write one. I said, no, I never write to the editor. I think it just lowers your effectiveness. No, he said, write one for me. And because he's such a good guy, I wrote one. And you should have heard even members of my church calling me. Oh, Lola, I was so disappointed in what you said."
Lola Gamble Clyde,1:25:42,Why didn't you take that opportunity to just really lambaste these kids that are lying in the bushes and smoke and pot and drinking?
Lola Gamble Clyde,1:25:53,"What an opportunity, right on the front page and with the blessings of Ted's death."
Lola Gamble Clyde,1:25:59,"I said, do you think any of the kids would have read it? Why? What did you write?"
Lola Gamble Clyde,1:26:04,I'll go get it for you. I'll go get it for you because it's kind of funny. Lots of people call it.
Lola Gamble Clyde,1:26:14,"You were saying, did this, the bad words, the misguiding that the girls got, did it make them afraid of boys?"
Lola Gamble Clyde,1:26:25,"Didn't seem to, by golly. As I said before, there were quite a few shotgun weddings around there. It didn't seem to have any damper on it. There were shotgun weddings. There were premature babies in those days. And I don't think all of this preaching did very much good. If it had solved anything, it would have been different."
Lola Gamble Clyde,1:26:52,Did a good girl know who the bad girls were?
Lola Gamble Clyde,1:26:55,"No, that was the fun of it. They didn't know. They didn't know who bad girls were. They just, as I say, the popular girls were always under suspicion, you see. And that's the way other girls justified their great virtue and their lack of dates was, well, of course, gee, you know, geez. And they really didn't know anything about it. But it was just such a hang -ups."
Lola Gamble Clyde,1:27:29,So the good girls really didn't even know what they were talking about?
Lola Gamble Clyde,1:27:33,"No, they didn't even know what they were talking about. And so many of the good girls, if they didn't get pregnant in high school, lots of them got pregnant in college. And I just don't know what all this great talk about was back in those days. You just wonder, you know. And of course, I'd like to read Carol Rivey Brink, because she goes back even beyond me, you see, to Moscow, back in the gay 90s. And that's before I was born. But she gives us a picture there about the houses on the other side of the tracks, you know."
Lola Gamble Clyde,1:28:14,"So I am... No, I am, as I told my darling little future homemakers who were darling, sweet little girls, this thing called sex has been going on a long time. And I feel to you that all children should be wanted children. And nowadays, with all these means of contraception being put into the hands of the kids, there's really no excuse for any other way. All children should be wanted children. We will absolve most of the dilemma for the kids."
Sam Schrager,1:28:56,"When a boy and a girl did go together in those days, what was the courting like?"
Lola Gamble Clyde,1:29:06,"Well, it was going out maybe to... They'd call them the Ruckneck Dances, and those were the dances out in the country, like out around Joel. Out at a place called, well, yes, Robinson Park. It had a different name. They called it Roland's Park. And that was open -air dancing in a sort of, you know, and in the summer that was very suspect to be seen out around Roland's Park, which is now Robinson Lake, at one of those public dances. And the people, the girls whose parents had money, of course the kids could come to the houses and dance a little, but they weren't allowed to dance in the high school. You could go down to what they called Egan's Hall, and that was a public dance again. You could go down there and dance. That was kind of suspect, too. That was a very good place to be seen. And the courting, I think, mostly was going to the picture show. That was great stuff. And going down to Childers and getting a banana split afterward. That was the height of the luxury. And before the cars came in, which the cars didn't get really very plumpable until about 1916 -17, before that it was, we ran to horse and buggy at the livery stable and go for a little ride. But the farm boys, when they got about 21, the father equipped each one with a horse and buggy so we could go out courting. And that was the purpose of the new horse and buggy, was to launch the sun in the matrimonial field. He could go take the girls' riding. So that was kind of the way it was done. And then gradually, as the autos replaced the horse and buggies, then the car riding was it."
Sam Schrager,1:31:07,Do you think that the farmers didn't care for their girls to go out with city boys? Would they want their daughters to meet young farmers? Was there much of a problem?
Lola Gamble Clyde,1:31:24,"Well, I think, yes, I think the farm people. And some of these old or early -day farm people just made a practice of looking the situation over and seeing whose land lay next to his and just thought how nice it would be if Zonzo's son married his daughter and then they could farm all that land together, you see. There'd be no question about the division of that property, but just stay right in the family. And I think some of that went on all right. Some of that went on. But often in the very early days of the Moscow community, the little farm girls, when they got out of the eighth grade, they sort of got apprenticed out. They went into the big houses, the M .E. Lewis House, which is now the hilltop apartment. They went to the McConnell Mansion, and they became the little serving girls that helped keep up those big establishments. Another place they went was to the Frank Davids, old Frank Davids' home, and kept house and put on, helped put on the dinners, elaborate 11 -course dinners of fancy food, dishes stacked to the ceiling, and girls to, they couldn't have kept up those big houses if it hadn't been for all the little young farm girls of maybe European background, like little Scandinavian girls, little Dutch girls, who were brought up in the household arts. And the big houses of Moscow, with all those bedrooms that we see still standing today, they couldn't have been maintained if it hadn't been for these little rural girls that came in and went to work for the people in the town of Moscow to help keep up the houses."
Lola Gamble Clyde,1:33:03,"You know, that's..."
Lola Gamble Clyde,1:33:06,There's nothing Carol can write that equals the family itself.
Sam Schrager,1:33:12,"Boy, boy, oh boy, and then yesterday, I turned it off a minute, is it on?"
Lola Gamble Clyde,1:33:19,It's on.
Lola Gamble Clyde,1:33:20,Turn it off a minute.
Sam Schrager,1:33:23,"When folks in those days, when the young people were going out and courting and thinking of getting married, do you think that they understood very much what love was about in those days?"
